Serial Number,Title,Director,Cast,id,genres,imdb_id,overview,poster_path,runtime,vote_average,vote_count,combined_features,poster_url
1100,a man called otto,Marc Forster ,"Tom Hanks, Mariana Treviño, Rachel Keller, Manuel Garcia-Rulfo",937278,"Comedy,Drama",tt7405458,"When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.",/130H1gap9lFfiTF9iDrqNIkFvC9.jpg,2 hrs 6 min,7.875,1365,"a man called otto Comedy,Drama When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down. Marc Forster ",https://image.tmdb.org/t/p/w500/130H1gap9lFfiTF9iDrqNIkFvC9.jpg
1101,"alice, darling",Mary Nighy ,"Anna Kendrick, Kaniehtiio Horn, Charlie Carrick, Wunmi Mosaku",850028,"Thriller,Mystery,Drama",tt11687104,A young woman trapped in an abusive relationship becomes an unwitting participant in an intervention staged by her two closest friends.,/ybqS7I4tuMs1TIssvuLMk2lYlLe.jpg,1 hrs 30 min,5.927,103,"alice, darling Thriller,Mystery,Drama A young woman trapped in an abusive relationship becomes an unwitting participant in an intervention staged by her two closest friends. Mary Nighy ",https://image.tmdb.org/t/p/w500/ybqS7I4tuMs1TIssvuLMk2lYlLe.jpg
1102,shadow in the cloud,Roseanne Liang ,"Chloë Grace Moretz, Taylor John Smith, Beulah Koale, Callan Mulvey, Nick Robinson",675327,"Horror,Action,War",tt9691136,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,/t7EUMSlfUN3jUSZUJOLURAzJzZs.jpg,1 hrs 23 min,5.791,745,"shadow in the cloud Horror,Action,War A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight. Roseanne Liang ",https://image.tmdb.org/t/p/w500/t7EUMSlfUN3jUSZUJOLURAzJzZs.jpg
1103,the white tiger,Ramin Bahrani ,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas",628534,Drama,tt6571548,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,/5JnmseS3DZ6ad2VMbrnbGCs8Rst.jpg,2 hrs 5 min,7,770,the white tiger Drama An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller. Ramin Bahrani ,https://image.tmdb.org/t/p/w500/5JnmseS3DZ6ad2VMbrnbGCs8Rst.jpg
1104,locked down,Doug Liman ,"Anne Hathaway, Chiwetel Ejiofor, Stephen Merchant, Mindy Kaling, Lucy Boynton, Dulé Hill, Jazmyn Simon, Mark Gatiss, Claes Bang, Ben Stiller, Ben Kingsley",741228,"Comedy,Crime,Drama",tt13061914,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods.",/svHelD0Hb3TXPAQoPsoBwdDMTvf.jpg,1 hrs 58 min,5.3,236,"locked down Comedy,Crime,Drama During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods. Doug Liman ",https://image.tmdb.org/t/p/w500/svHelD0Hb3TXPAQoPsoBwdDMTvf.jpg
1105,the dig,Simon Stone ,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Ben Chaplin, Ken Stott, Archie Barnes, Monica Dolan",532865,"Drama,History",tt3661210,"As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎.",/dFDNb9Gk1kyLRcconpj7Mc7C7IL.jpg,1 hrs 52 min,6.894,1040,"the dig Drama,History As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎. Simon Stone ",https://image.tmdb.org/t/p/w500/dFDNb9Gk1kyLRcconpj7Mc7C7IL.jpg
1106,outside the wire,Mikael Håfström ,"Anthony Mackie, Damson Idris, Emily Beecham, Michael Kelly, Pilou Asbæk",775996,"Thriller,Action,Science Fiction",tt10451914,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg,1 hrs 56 min,6.4,1613,"outside the wire Thriller,Action,Science Fiction In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device. Mikael Håfström ",https://image.tmdb.org/t/p/w500/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg
1107,the marksman,Robert Lorenz ,"Liam Neeson, Katheryn Winnick, Juan Pablo Raba, Teresa Ruiz",634528,Action,tt6902332,"Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",/6vcDalR50RWa309vBH1NLmG2rjQ.jpg,1 hrs 48 min,6.9,1366,"the marksman Action Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins. Robert Lorenz ",https://image.tmdb.org/t/p/w500/6vcDalR50RWa309vBH1NLmG2rjQ.jpg
1108,the ultimate playlist of noise,Bennett Lasseter ,"Keean Johnson, Madeline Brewer, Rya Kihlstedt, Ian Gomez, Bonnie Hunt",776884,"Drama,Music",tt11268742,"After learning he must undergo brain surgery that will render him deaf, Marcus, an audio-obsessed high school senior, decides to seize control of his fate by recording the Ultimate Playlist of Noise — a bucket list of all his favorite sounds.",/2q35yo0FWijyO3Z81VO42lpl1fE.jpg,1 hrs 39 min,6.6,21,"the ultimate playlist of noise Drama,Music After learning he must undergo brain surgery that will render him deaf, Marcus, an audio-obsessed high school senior, decides to seize control of his fate by recording the Ultimate Playlist of Noise — a bucket list of all his favorite sounds. Bennett Lasseter ",https://image.tmdb.org/t/p/w500/2q35yo0FWijyO3Z81VO42lpl1fE.jpg
1109,american skin,Nate Parker ,"Nate Parker, Omari Hardwick, Theo Rossi, Shane Paul McGhie, Milauna Jackson, Beau Knapp",621476,"Crime,Drama",tt10195452,"A Marine veteran working as a school janitor tries to mend his relationship with his son after a divorce. When his son is killed by a police officer found innocent without standing trial, he takes matters into his own hands.",/9HDLsZVWtGFRrXv9FMYMgfIFySk.jpg,1 hrs 30 min,7.4,74,"american skin Crime,Drama A Marine veteran working as a school janitor tries to mend his relationship with his son after a divorce. When his son is killed by a police officer found innocent without standing trial, he takes matters into his own hands. Nate Parker ",https://image.tmdb.org/t/p/w500/9HDLsZVWtGFRrXv9FMYMgfIFySk.jpg
1110,don't tell a soul,Alex McAulay ,"Jack Dylan Grazer, Fionn Whitehead, Rainn Wilson, Mena Suvari",572400,Crime,tt8046498,"Two thieving teenage brothers, stealing money to help their sick mom, match wits with a troubled security guard stuck at the bottom of a forgotten well.",/2lla8pP0wNlDAFgV83nZpYMWkeT.jpg,1 hrs 23 min,6.8,136,"don't tell a soul Crime Two thieving teenage brothers, stealing money to help their sick mom, match wits with a troubled security guard stuck at the bottom of a forgotten well. Alex McAulay ",https://image.tmdb.org/t/p/w500/2lla8pP0wNlDAFgV83nZpYMWkeT.jpg
1111,our friend,Gabriela Cowperthwaite ,"Jason Segel, Dakota Johnson, Casey Affleck, Gwendoline Christie, Cherry Jones",583903,"Drama,Romance",tt9608818,"After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out.",/vg9C5LttsKBqoLuqeQvOXaeBGiD.jpg,2 hrs 4 min,7.2,248,"our friend Drama,Romance After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out. Gabriela Cowperthwaite ",https://image.tmdb.org/t/p/w500/vg9C5LttsKBqoLuqeQvOXaeBGiD.jpg
1112,born a champion,Alex Ranarivelo ,"Sean Patrick Flanery, Dennis Quaid, Katrina Bowden",766931,"Action,Drama",tt10661710,"After a blood- soaked jujitsu match in Dubai, fighting legend Mickey Kelley falls to superstar Blaine. But years later, an online video proves that Blaine cheated, and the world demands a rematch. Can the aging underdog get back into shape in time to vanquish his foe, get revenge, and claim his prize?",/ijizwYu2B04gVkrbGlclAAfdN3p.jpg,1 hrs 51 min,7.2,93,"born a champion Action,Drama After a blood- soaked jujitsu match in Dubai, fighting legend Mickey Kelley falls to superstar Blaine. But years later, an online video proves that Blaine cheated, and the world demands a rematch. Can the aging underdog get back into shape in time to vanquish his foe, get revenge, and claim his prize? Alex Ranarivelo ",https://image.tmdb.org/t/p/w500/ijizwYu2B04gVkrbGlclAAfdN3p.jpg
1113,penguin bloom,Glenda Ivin ,"Naomi Watts, Andrew Lincoln, Jacki Weaver, Rachel House",618416,Drama,tt6317656,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.",/iUn7594Rwfstu5njA8hf9WQIcFi.jpg,1 hrs 35 min,7.06,242,"penguin bloom Drama When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life. Glenda Ivin ",https://image.tmdb.org/t/p/w500/iUn7594Rwfstu5njA8hf9WQIcFi.jpg
1114,the little things,John Lee Hancock ,"Denzel Washington, Rami Malek, Jared Leto, Chris Bauer, Michael Hyatt, Terry Kinney, Natalie Morales",602269,"Crime,Drama,Thriller",tt10016180,"Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",/tLO1aD1ghdtVMT32z2sRmzgYKYd.jpg,2 hrs 8 min,6.326,2054,"the little things Crime,Drama,Thriller Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case. John Lee Hancock ",https://image.tmdb.org/t/p/w500/tLO1aD1ghdtVMT32z2sRmzgYKYd.jpg
1115,finding ʻohana,Jude Weng ,"Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro, Kelly Hu, Branscombe Richmond, Chris Parnell, Marc Evan Jackson",644092,"Adventure,Action,Comedy,Family",tt10332588,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",/tTWl37oAYRXS3D5mEHmjveXXyrN.jpg,2 hrs 3 min,6.4,355,"finding ʻohana Adventure,Action,Comedy,Family Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage. Jude Weng ",https://image.tmdb.org/t/p/w500/tTWl37oAYRXS3D5mEHmjveXXyrN.jpg
1116,nomadland,Chloé Zhao ,"Frances McDormand, David Strathairn, Linda May, Charlene Swankie, Bob Wells",581734,Drama,tt9770150,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",/8Vc5EOUEIF1EUXuX9eLFf7BvN3P.jpg,1 hrs 48 min,7.238,2588,"nomadland Drama A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad. Chloé Zhao ",https://image.tmdb.org/t/p/w500/8Vc5EOUEIF1EUXuX9eLFf7BvN3P.jpg
1117,malcolm & marie,Sam Levinson ,"Zendaya, John David Washington",722913,"Drama,Romance",tt12676326,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",/bdidDnAZwchN5vTenoNuhGPJTri.jpg,1 hrs 46 min,7.077,1256,"malcolm & marie Drama,Romance As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning. Sam Levinson ",https://image.tmdb.org/t/p/w500/bdidDnAZwchN5vTenoNuhGPJTri.jpg
1118,palmer,Fisher Stevens ,"Justin Timberlake, Juno Temple, Alisha Wainwright, June Squibb, Ryder Allen",458220,Drama,tt6857376,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",/xSDdRAjxKAGi8fUBLOqSrBhJmF0.jpg,1 hrs 50 min,8.097,1172,"palmer Drama After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family. Fisher Stevens ",https://image.tmdb.org/t/p/w500/xSDdRAjxKAGi8fUBLOqSrBhJmF0.jpg
1119,falling,Viggo Mortensen ,"Viggo Mortensen, Lance Henriksen, Terry Chen, Sverrir Gudnason, Hannah Gross, Laura Linney",554761,Drama,tt9143112,"John Peterson lives with his partner Eric and their adopted daughter in Southern California. When he is visited by his aging father Willis from Los Angeles who is searching for a place to retire, their two very different worlds collide.",/dvPMCVr1ILhf1q4JMGymSB8OQGl.jpg,1 hrs 52 min,6.6,167,"falling Drama John Peterson lives with his partner Eric and their adopted daughter in Southern California. When he is visited by his aging father Willis from Los Angeles who is searching for a place to retire, their two very different worlds collide. Viggo Mortensen ",https://image.tmdb.org/t/p/w500/dvPMCVr1ILhf1q4JMGymSB8OQGl.jpg
1120,bliss,Mike Cahill ,"Owen Wilson, Salma Hayek",613911,"Science Fiction,Romance,Drama",tt10333426,"A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is just a computer simulation. Doubtful at first, Greg eventually discovers there may be some truth to Isabel’s wild conspiracy.",/tbTiSr0v9g8Q34MIeIcT0o2vGus.jpg,1 hrs 43 min,5.532,530,"bliss Science Fiction,Romance,Drama A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is just a computer simulation. Doubtful at first, Greg eventually discovers there may be some truth to Isabel’s wild conspiracy. Mike Cahill ",https://image.tmdb.org/t/p/w500/tbTiSr0v9g8Q34MIeIcT0o2vGus.jpg
1121,little fish,Chad Hartigan ,"Olivia Cooke, Jack O'Connell, Raúl Castillo, Soko",586791,"Romance,Science Fiction,Drama",tt9735470,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,/8AYQ7vyUI2HVLEKH7niFvJ1AdZp.jpg,1 hrs 41 min,7.1,156,"little fish Romance,Science Fiction,Drama A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship. Chad Hartigan ",https://image.tmdb.org/t/p/w500/8AYQ7vyUI2HVLEKH7niFvJ1AdZp.jpg
1122,son of the south,Barry Alexander Brown ,"Lucas Till, Lucy Hale, Cedric the Entertainer, Brian Dennehy",686548,"History,Drama",tt2235372,"Based on a true story, Bob Zellner, grandson of a Klansman, comes of age in the Deep South and eventually joins the Civil Rights Movement.",/3LExC6FEHKkHdeb7z3W0ncU2CKY.jpg,1 hrs 44 min,6.8,116,"son of the south History,Drama Based on a true story, Bob Zellner, grandson of a Klansman, comes of age in the Deep South and eventually joins the Civil Rights Movement. Barry Alexander Brown ",https://image.tmdb.org/t/p/w500/3LExC6FEHKkHdeb7z3W0ncU2CKY.jpg
1123,pvt chat,Ben Hozie ,"Julia Fox, Nikki Belfiglio, Austin Brown, Peter Vack",670129,Drama,tt8110004,"Jack is an internet gambler living in NYC. After the death of his roommate, he becomes fixated on Scarlet - a cam girl from San Francisco. His obsession reaches a boiling point when fantasy materializes in reality and Jack sees Scarlet on a rainy NYC Chinatown street.",/tvGBoCe0IPRlpwx5QsrRrcMmuLT.jpg,1 hrs 26 min,5.8,44,"pvt chat Drama Jack is an internet gambler living in NYC. After the death of his roommate, he becomes fixated on Scarlet - a cam girl from San Francisco. His obsession reaches a boiling point when fantasy materializes in reality and Jack sees Scarlet on a rainy NYC Chinatown street. Ben Hozie ",https://image.tmdb.org/t/p/w500/tvGBoCe0IPRlpwx5QsrRrcMmuLT.jpg
