Serial Number,Title,Director,Cast,id,genres,imdb_id,overview,poster_path,runtime,vote_average,vote_count,combined_features,poster_url
1936,death wish,Eli Roth ,"Bruce Willis, Vincent D'Onofrio, Dean Norris, Kimberly Elise, Mike Epps, Elisabeth Shue, Camila Morrone",395990,"Action,Crime,Drama,Thriller",tt1137450,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,1 hrs 47 min,6.1,2321,"death wish Action,Crime,Drama,Thriller A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act. Eli Roth ",https://image.tmdb.org/t/p/w500/g0eEEZAqMf98ULQnoiORuazjOpn.jpg
1937,the vanishing of sidney hall,Shawn Christensen ,"Logan Lerman, Elle Fanning, Michelle Monaghan, Nathan Lane, Kyle Chandler",353066,"Drama,Mystery,Romance",tt1291566,"Over the course of 12 years, and three stages of life, Sidney Hall falls in love, writes the book of a generation and then disappears without a trace.",/e8SJJEliAK9g0EG5agPsbxWoWoI.jpg,1 hrs 57 min,6.7,221,"the vanishing of sidney hall Drama,Mystery,Romance Over the course of 12 years, and three stages of life, Sidney Hall falls in love, writes the book of a generation and then disappears without a trace. Shawn Christensen ",https://image.tmdb.org/t/p/w500/e8SJJEliAK9g0EG5agPsbxWoWoI.jpg
1938,pickings,Usher Morgan ,"Elyse Price, Joel Bernard, Katie Vincent, Joe Trombino",457312,"Thriller,Action,Crime,Drama,Mystery",tt4789822,"When a short-tempered mobster and his gang of thugs try to shake down a neighborhood bar, they're soon confronted with the wrath of its owner - a mysterious southern mother with a dangerous past.",/s8NQvpJMOM1iC8hiFwvR5hywxO9.jpg,1 hrs 43 min,6.5,6,"pickings Thriller,Action,Crime,Drama,Mystery When a short-tempered mobster and his gang of thugs try to shake down a neighborhood bar, they're soon confronted with the wrath of its owner - a mysterious southern mother with a dangerous past. Usher Morgan ",https://image.tmdb.org/t/p/w500/s8NQvpJMOM1iC8hiFwvR5hywxO9.jpg
1939,a wrinkle in time,Ava DuVernay ,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Levi Miller, Deric McCabe, Chris Pine, Gugu Mbatha-Raw, Michael Peña, Zach Galifianakis",407451,"Adventure,Science Fiction,Family,Fantasy",tt1620680,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",/yAcb58vipewa1BfNit2RjE6boXA.jpg,1 hrs 49 min,5.1,1674,"a wrinkle in time Adventure,Science Fiction,Family,Fantasy After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him. Ava DuVernay ",https://image.tmdb.org/t/p/w500/yAcb58vipewa1BfNit2RjE6boXA.jpg
1940,gringo,Nash Edgerton ,"David Oyelowo, Charlize Theron, Joel Edgerton, Amanda Seyfried, Thandie Newton, Sharlto Copley",340022,"Comedy,Action,Crime",tt3721964,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,/dxeVPklFwng2IowqRPNI4od6aXv.jpg,1 hrs 51 min,5.9,656,"gringo Comedy,Action,Crime An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico. Nash Edgerton ",https://image.tmdb.org/t/p/w500/dxeVPklFwng2IowqRPNI4od6aXv.jpg
1941,thoroughbreds,Cory Finley ,"Olivia Cooke, Anya Taylor-Joy, Anton Yelchin, Paul Sparks, Francie Swift",397722,"Drama,Thriller",tt5649108,"Two teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. In the process, they learn that neither is what she seems to be, and that a murder might solve both of their problems.",/pIxZzTfITqBpZxbIGsV01DcoHsT.jpg,1 hrs 32 min,6.425,1023,"thoroughbreds Drama,Thriller Two teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. In the process, they learn that neither is what she seems to be, and that a murder might solve both of their problems. Cory Finley ",https://image.tmdb.org/t/p/w500/pIxZzTfITqBpZxbIGsV01DcoHsT.jpg
1942,the death of stalin,Armando Iannucci ,"Steve Buscemi, Simon Russell Beale, Paddy Considine, Rupert Friend, Jason Isaacs, Michael Palin, Andrea Riseborough, Jeffrey Tambor",402897,"Comedy,Drama,History",tt4686844,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?",/xAKqG5SpsHU7vI6Fh4UYxFrDDZZ.jpg,1 hrs 47 min,7.018,1610,"the death of stalin Comedy,Drama,History When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government? Armando Iannucci ",https://image.tmdb.org/t/p/w500/xAKqG5SpsHU7vI6Fh4UYxFrDDZZ.jpg
1943,the leisure seeker,Paolo Virzì ,"Donald Sutherland, Helen Mirren",449749,"Drama,Romance,Adventure",tt3741632,"A runaway couple go on an unforgettable journey from Boston to Key West, recapturing their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the very end.",/1IOnJzgbgVj85vDEIf1fPmCQ7KP.jpg,1 hrs 52 min,7.1,427,"the leisure seeker Drama,Romance,Adventure A runaway couple go on an unforgettable journey from Boston to Key West, recapturing their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the very end. Paolo Virzì ",https://image.tmdb.org/t/p/w500/1IOnJzgbgVj85vDEIf1fPmCQ7KP.jpg
1944,the strangers: prey at night,Johannes Roberts ,"Christina Hendricks, Martin Henderson, Bailee Madison, Lewis Pullman",371608,Horror,tt1285009,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive.",/vdxLpPsZkPZdFrREp7eSeSzcimj.jpg,1 hrs 25 min,5.609,1188,"the strangers: prey at night Horror A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive. Johannes Roberts ",https://image.tmdb.org/t/p/w500/vdxLpPsZkPZdFrREp7eSeSzcimj.jpg
1945,the hurricane heist,Rob Cohen ,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Melissa Bolona, Ralph Ineson",430040,"Action,Crime,Thriller",tt5360952,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,/rAmcj5IZcx59dhev3UnVDEGlImK.jpg,1 hrs 43 min,5.7,912,"the hurricane heist Action,Crime,Thriller Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities. Rob Cohen ",https://image.tmdb.org/t/p/w500/rAmcj5IZcx59dhev3UnVDEGlImK.jpg
1946,tomb raider,Roar Uthaug ,"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu, Kristin Scott Thomas, Derek Jacobi, Nick Frost, Hannah John-Kamen",338970,"Action,Adventure,Fantasy",tt1365519,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",/ePyN2nX9t8SOl70eRW47Q29zUFO.jpg,1 hrs 58 min,6.3,7194,"tomb raider Action,Adventure,Fantasy Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared. Roar Uthaug ",https://image.tmdb.org/t/p/w500/ePyN2nX9t8SOl70eRW47Q29zUFO.jpg
1947,"love, simon",Greg Berlanti ,"Nick Robinson, Katherine Langford, Alexandra Shipp, Jorge Lendeborg Jr., Miles Heizer, Keiynan Lonsdale, Logan Miller, Jennifer Garner, Josh Duhamel, Tony Hale",449176,"Comedy,Drama,Romance",tt5164432,Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,1 hrs 50 min,8.049,5677,"love, simon Comedy,Drama,Romance Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online. Greg Berlanti ",https://image.tmdb.org/t/p/w500/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg
1948,i can only imagine,Jon Erwin ,"Cloris Leachman, Dennis Quaid, Priscilla Shirer, Madeline Carroll, J. Michael Finley, Trace Adkins",470878,"Music,Drama",tt6450186,"10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up.",/veZszwMZu8d3WMU6TJX9sV5w1Y4.jpg,1 hrs 50 min,7.5,406,"i can only imagine Music,Drama 10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up. Jon Erwin ",https://image.tmdb.org/t/p/w500/veZszwMZu8d3WMU6TJX9sV5w1Y4.jpg
1949,7 days in entebbe,José Padilha ,"Rosamund Pike, Daniel Brühl, Vincent Cassel, Eddie Marsan, Ben Schnetzer",433627,"Thriller,Drama,Crime",tt5466186,"In 1976, four hijackers take over an Air France airplane en route from Tel Aviv to Paris and force it to land in Entebbe, Uganda. With 248 passengers on board, one of the most daring rescue missions ever is set in motion.",/nrC63ikbK4jDp3knvBqxPoWYEMM.jpg,1 hrs 47 min,5.8,366,"7 days in entebbe Thriller,Drama,Crime In 1976, four hijackers take over an Air France airplane en route from Tel Aviv to Paris and force it to land in Entebbe, Uganda. With 248 passengers on board, one of the most daring rescue missions ever is set in motion. José Padilha ",https://image.tmdb.org/t/p/w500/nrC63ikbK4jDp3knvBqxPoWYEMM.jpg
1950,furlough,Laurie Collyer ,"Melissa Leo, Tessa Thompson, La La Anthony, Whoopi Goldberg, Anna Paquin",502426,Comedy,tt5291792,"In between caring for her mother, a young woman works part time at a prison. The rookie guard gets a chance to prove her mettle when she's tasked with accompanying a hell-raising inmate on an emergency furlough to visit her dying mother. But things soon spiral out of control, sending the pair on a hilarious, surprising, and ultimately touching road trip.",/cw1RkjmbNfIbujkPGh6a8J9Lrf1.jpg,1 hrs 24 min,5.8,48,"furlough Comedy In between caring for her mother, a young woman works part time at a prison. The rookie guard gets a chance to prove her mettle when she's tasked with accompanying a hell-raising inmate on an emergency furlough to visit her dying mother. But things soon spiral out of control, sending the pair on a hilarious, surprising, and ultimately touching road trip. Laurie Collyer ",https://image.tmdb.org/t/p/w500/cw1RkjmbNfIbujkPGh6a8J9Lrf1.jpg
1951,josie,Eric England ,"Sophie Turner, Dylan McDermott, Jack Kilmer",414187,"Thriller,Drama",tt4682780,"Everyone knows everyone in the southern town of Baymont. So when tattooed, sweet-talking Josie struts into town, heads turn. Striking up relationships with young punk Gator and loner Hank, she quickly becomes a hot topic of local gossip.",/sXwATbG3eJjkteGh1YaqV1PGeGb.jpg,1 hrs 27 min,5.4,80,"josie Thriller,Drama Everyone knows everyone in the southern town of Baymont. So when tattooed, sweet-talking Josie struts into town, heads turn. Striking up relationships with young punk Gator and loner Hank, she quickly becomes a hot topic of local gossip. Eric England ",https://image.tmdb.org/t/p/w500/sXwATbG3eJjkteGh1YaqV1PGeGb.jpg
1952,flower,Max Winkler ,"Zoey Deutch, Kathryn Hahn, Tim Heidecker, Joey Morgan, Adam Scott",421471,"Comedy,Drama",tt2582784,"Rebellious, quick-witted Erica Vandross is a 17-year-old firecracker living with her single mom, Laurie, and her mom's new boyfriend, Bob, in L.A.'s San Fernando Valley. When Bob's mentally unbalanced son, Luke, arrives from rehab to live with the family, Erica finds her domestic and personal life overwhelmed. With Luke and her sidekicks Kala and Claudine in tow, Erica acts out by exposing a high school teacher's dark secret.",/xYTI11qFnmx39LRhDOsGEabfqtp.jpg,1 hrs 34 min,6.4,225,"flower Comedy,Drama Rebellious, quick-witted Erica Vandross is a 17-year-old firecracker living with her single mom, Laurie, and her mom's new boyfriend, Bob, in L.A.'s San Fernando Valley. When Bob's mentally unbalanced son, Luke, arrives from rehab to live with the family, Erica finds her domestic and personal life overwhelmed. With Luke and her sidekicks Kala and Claudine in tow, Erica acts out by exposing a high school teacher's dark secret. Max Winkler ",https://image.tmdb.org/t/p/w500/xYTI11qFnmx39LRhDOsGEabfqtp.jpg
1953,pacific rim: uprising,Steven S. DeKnight ,"John Boyega, Scott Eastwood, Cailee Spaeny, Charlie Day, Burn Gorman, Rinko Kikuchi, Jing Tian, Adria Arjona, Zhang Jin",268896,"Action,Fantasy,Science Fiction,Adventure",tt2557478,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",/qh3LRJG0ddJPe6Q7SqMJhBWxGHu.jpg,1 hrs 51 min,6.125,4403,"pacific rim: uprising Action,Fantasy,Science Fiction,Adventure It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns. Steven S. DeKnight ",https://image.tmdb.org/t/p/w500/qh3LRJG0ddJPe6Q7SqMJhBWxGHu.jpg
1954,isle of dogs,Wes Anderson ,"Bryan Cranston, Edward Norton, Bill Murray, Jeff Goldblum, Bob Balaban, Greta Gerwig, Frances McDormand, Courtney B. Vance, Fisher Stevens, Harvey Keitel, Liev Schreiber, Scarlett Johansson, Tilda Swinton, F. Murray Abraham, Frank Wood",399174,"Adventure,Comedy,Animation",tt5104604,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg,1 hrs 41 min,7.865,4309,"isle of dogs Adventure,Comedy,Animation In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet. Wes Anderson ",https://image.tmdb.org/t/p/w500/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg
1955,sherlock gnomes,John Stevenson ,"James McAvoy, Emily Blunt, Johnny Depp, Chiwetel Ejiofor, Mary J. Blige, Michael Caine, Maggie Smith, Ashley Jensen, Matt Lucas, Stephen Merchant, Julie Walters, Richard Wilson",370567,"Animation,Family,Fantasy,Comedy,Adventure,Mystery",tt2296777,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",/wqnzpJR3PwS4doVkAkt9seSEpoX.jpg,1 hrs 26 min,5.7,638,"sherlock gnomes Animation,Family,Fantasy,Comedy,Adventure,Mystery Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments. John Stevenson ",https://image.tmdb.org/t/p/w500/wqnzpJR3PwS4doVkAkt9seSEpoX.jpg
1956,unsane,Steven Soderbergh ,"Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple, Aimee Mullins, Amy Irving",467660,"Horror,Thriller",tt7153766,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,/jzxgMYk6zRMIIp8m28iatTe70dp.jpg,1 hrs 38 min,6.244,1371,"unsane Horror,Thriller A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear. Steven Soderbergh ",https://image.tmdb.org/t/p/w500/jzxgMYk6zRMIIp8m28iatTe70dp.jpg
1957,"paul, apostle of christ",Andrew Hyatt ,"James Faulkner, Jim Caviezel, Olivier Martinez, Joanne Whalley, John Lynch",476968,"Drama,History",tt7388562,"Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,1 hrs 48 min,7.534,296,"paul, apostle of christ Drama,History Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church. Andrew Hyatt ",https://image.tmdb.org/t/p/w500/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg
1958,final portrait,Stanley Tucci ,"Geoffrey Rush, Armie Hammer, Clémence Poésy, Tony Shalhoub, James Faulkner, Sylvie Testud",345317,"History,Drama",tt4494718,"Paris, 1964. The Swiss sculptor and painter Alberto Giacometti, one of the most accomplished and respected artists of his generation, asks his friend, the American writer James Lord, to sit for a portrait, assuring him that it will take no longer than two or three hours, an afternoon at the most.",/qkzgkapX0cUEdWSJXnqvAZolRzU.jpg,1 hrs 27 min,6,148,"final portrait History,Drama Paris, 1964. The Swiss sculptor and painter Alberto Giacometti, one of the most accomplished and respected artists of his generation, asks his friend, the American writer James Lord, to sit for a portrait, assuring him that it will take no longer than two or three hours, an afternoon at the most. Stanley Tucci ",https://image.tmdb.org/t/p/w500/qkzgkapX0cUEdWSJXnqvAZolRzU.jpg
1959,midnight sun,Scott Speer ,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard",419478,"Romance,Drama",tt4799066,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,1 hrs 31 min,7.8,3178,"midnight sun Romance,Drama Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance. Scott Speer ",https://image.tmdb.org/t/p/w500/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg
1960,followers,Ryan Justice ,"Amanda Delaney, Justin Maina, Sean Michael Gloria, Nishant Gogna, David E. McMahon",805678,"Comedy,Horror",tt7382842,"A struggling social media influencer discovers the house he shares is haunted. The ghost brings him and his friends fame and fortune, but with deadly consequences.",/rildw9Z8UUVugoSBmPHzkGYxhB7.jpg,1 hrs 23 min,3,6,"followers Comedy,Horror A struggling social media influencer discovers the house he shares is haunted. The ghost brings him and his friends fame and fortune, but with deadly consequences. Ryan Justice ",https://image.tmdb.org/t/p/w500/rildw9Z8UUVugoSBmPHzkGYxhB7.jpg
1961,ready player one,Steven Spielberg ,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe, T.J. Miller, Simon Pegg, Mark Rylance, Win Morisaki, Philip Zhao, Hannah John-Kamen",333339,"Science Fiction,Adventure,Action",tt1677720,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,2 hrs 20 min,7.61,14152,"ready player one Science Fiction,Adventure,Action When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune. Steven Spielberg ",https://image.tmdb.org/t/p/w500/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg
1962,god's not dead: a light in darkness,Michael Mason ,"David A. R. White, John Corbett, Shane Harper, Benjamin Onyango, Ted McGinley, Jennifer Taylor, Tatum O'Neal, Shwayze, Cissy Houston",454286,Drama,tt6652708,"Pastor Dave  responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down.",/1MwoZ4U8SGm7yIzfPFcTTbiiOYY.jpg,1 hrs 45 min,6.8,183,"god's not dead: a light in darkness Drama Pastor Dave  responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down. Michael Mason ",https://image.tmdb.org/t/p/w500/1MwoZ4U8SGm7yIzfPFcTTbiiOYY.jpg
1963,gemini,Aaron Katz ,"Lola Kirke, Zoë Kravitz, Greta Lee, Michelle Forbes, Nelson Franklin, Reeve Carney, Jessica Parker Kennedy, James Ransone, Ricki Lake, John Cho",412302,"Mystery,Crime,Drama,Thriller",tt5795086,"A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant travels across Los Angeles to unravel the mystery, she must stay one step ahead of a determined policeman and confront her own understanding of friendship, truth and celebrity.",/oIltQs7MPk7VQFG3DJfgC63mShU.jpg,1 hrs 33 min,5.5,121,"gemini Mystery,Crime,Drama,Thriller A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant travels across Los Angeles to unravel the mystery, she must stay one step ahead of a determined policeman and confront her own understanding of friendship, truth and celebrity. Aaron Katz ",https://image.tmdb.org/t/p/w500/oIltQs7MPk7VQFG3DJfgC63mShU.jpg
1964,the last movie star,Adam Rifkin ,"Burt Reynolds, Ariel Winter, Clark Duke, Ellar Coltrane, Chevy Chase",451204,Drama,tt5836316,"An aging screen icon gets lured into accepting an award at a rinky-dink film festival in Nashville, Tenn., sending him on a hilarious fish-out-of-water adventure and an unexpectedly poignant journey into his past.",/pxuk1SKCPFqcMFHnItIlXizwJ7r.jpg,1 hrs 44 min,6.5,88,"the last movie star Drama An aging screen icon gets lured into accepting an award at a rinky-dink film festival in Nashville, Tenn., sending him on a hilarious fish-out-of-water adventure and an unexpectedly poignant journey into his past. Adam Rifkin ",https://image.tmdb.org/t/p/w500/pxuk1SKCPFqcMFHnItIlXizwJ7r.jpg
1965,a quiet place,John Krasinski ,"John Krasinski, Emily Blunt, Millicent Simmonds, Noah Jupe",447332,"Horror,Drama,Science Fiction",tt6644200,A family is forced to live in silence while hiding from creatures that hunt by sound.,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,1 hrs 31 min,7.397,12831,"a quiet place Horror,Drama,Science Fiction A family is forced to live in silence while hiding from creatures that hunt by sound. John Krasinski ",https://image.tmdb.org/t/p/w500/nAU74GmpUk7t5iklEp3bufwDq4n.jpg
1966,blockers,Kay Cannon ,"Leslie Mann, Ike Barinholtz, John Cena, Kathryn Newton, Graham Phillips, June Diane Raphael, Hannibal Buress, Sarayu Blue",437557,Comedy,tt2531344,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",/uvlUQXg0AlpGzKukO11K7QtW3Yu.jpg,1 hrs 42 min,6.293,1824,"blockers Comedy When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal. Kay Cannon ",https://image.tmdb.org/t/p/w500/uvlUQXg0AlpGzKukO11K7QtW3Yu.jpg
1967,you were never really here,Lynne Ramsay ,"Joaquin Phoenix, Ekaterina Samsonov, Alex Manette, John Doman, Judith Roberts",398181,"Crime,Drama,Thriller",tt5742374,"A traumatised veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, his nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",/nx4lUyQNEzJowcF55VAP0TQEaX0.jpg,1 hrs 29 min,6.552,2510,"you were never really here Crime,Drama,Thriller A traumatised veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, his nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening. Lynne Ramsay ",https://image.tmdb.org/t/p/w500/nx4lUyQNEzJowcF55VAP0TQEaX0.jpg
1968,chappaquiddick,John Curran ,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Taylor Nichols",432301,"History,Drama,Thriller",tt5270948,"Ted Kennedy's life and political career become derailed in the aftermath of a fatal car accident in 1969 that claims the life of a young campaign strategist, Mary Jo Kopechne.",/kkTD7ufZd7AqAnZP5IMnrQXKRpM.jpg,1 hrs 47 min,6.1,231,"chappaquiddick History,Drama,Thriller Ted Kennedy's life and political career become derailed in the aftermath of a fatal car accident in 1969 that claims the life of a young campaign strategist, Mary Jo Kopechne. John Curran ",https://image.tmdb.org/t/p/w500/kkTD7ufZd7AqAnZP5IMnrQXKRpM.jpg
1969,pandas,"Drew Fellman, David Douglas ",Kristen Bell,497802,Documentary,tt7860270,"In the mountains of Sichuan, China, a researcher forms a bond with Qian Qian, a panda who is about to experience nature for the first time.",/htfqp08gdzv9TTYNTFW0iBk7RB7.jpg,0 hrs 40 min,8.2,47,"pandas Documentary In the mountains of Sichuan, China, a researcher forms a bond with Qian Qian, a panda who is about to experience nature for the first time. Drew Fellman, David Douglas ",https://image.tmdb.org/t/p/w500/htfqp08gdzv9TTYNTFW0iBk7RB7.jpg
1970,lean on pete,Andrew Haigh ,"Charlie Plummer, Chloë Sevigny, Travis Fimmel, Steve Buscemi",407890,"Drama,Adventure",tt5340300,"Charley Thompson, a teenager living with his single father, gets a summer job working for horse trainer Del Montgomery. Bonding with an aging racehorse named Lean on Pete, Charley is horrified to learn he is bound for slaughter, and so he steals the horse, and the duo embark on an odyssey across the new American frontier.",/7SuPHSo9Uw8GACkP2oPst512Qhl.jpg,2 hrs 1 min,6.9,288,"lean on pete Drama,Adventure Charley Thompson, a teenager living with his single father, gets a summer job working for horse trainer Del Montgomery. Bonding with an aging racehorse named Lean on Pete, Charley is horrified to learn he is bound for slaughter, and so he steals the horse, and the duo embark on an odyssey across the new American frontier. Andrew Haigh ",https://image.tmdb.org/t/p/w500/7SuPHSo9Uw8GACkP2oPst512Qhl.jpg
1971,the miracle season,Sean McNamara ,"Helen Hunt, William Hurt, Erin Moriarty, Danika Yarosh",425373,Drama,tt5427194,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship!",/cIVYjwi8QcZ9AQk4WRYgW4iUmXb.jpg,1 hrs 40 min,7.3,272,"the miracle season Drama After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship! Sean McNamara ",https://image.tmdb.org/t/p/w500/cIVYjwi8QcZ9AQk4WRYgW4iUmXb.jpg
1972,beirut,Brad Anderson ,"Jon Hamm, Rosamund Pike, Dean Norris, Shea Whigham, Larry Pine, Mark Pellegrino",399248,"Action,Thriller,Drama",tt4669264,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",/s2qIeFsI9TskZr1LkSwljQDh5nl.jpg,1 hrs 50 min,6.3,481,"beirut Action,Thriller,Drama In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success. Brad Anderson ",https://image.tmdb.org/t/p/w500/s2qIeFsI9TskZr1LkSwljQDh5nl.jpg
